id	name	size	proof	abv	spirit_type	brand_id	popularity	image_url	avg_msrp	fair_price	shelf_price	total_score	wishlist_count
164	Blanton's Original Single Barrel	750	93	46.5	Bourbon	10	100737	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8QcHSZugg64kQy	74.99	104.52	139.86	92451	8983
2848	Eagle Rare 10 Year	750		45	Bourbon	542	100519	https://d1w35me0y6a2bb.cloudfront.net/newproducts/ecce066b-6b3d-4b58-bd04-8bf9c67e3e92	39.99	66.25	49.99	82217	8744
4984	E.H. Taylor, Jr. Small Batch	750		50	Bourbon	210	100407	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recE8VJ2hGGJwZjdh	44.99	94.43	93.57	61777	8161
466	Buffalo Trace	750	90	45	Bourbon	245	100447	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recbYY28UjL8EfuFD	26.99	41.82	36.96	49610	3403
158	Weller Antique 107	750		53.5	Bourbon	156	100266	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8X36afthvgqzO9	56.35	116.66	109.89	40001	8098
2803	Weller Special Reserve	750		45	Bourbon	156	100328	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec3BbLSm2nodYUyX	29.49	58.63	64.99	39429	3810
1586	Weller 12 Year The Original Wheated Bourbon	750	90	45	Bourbon	8728	100251	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recOZgUIgr8PGd6VI	159.99	178.62	234.49	25142	5835
2993	Stagg Jr.	750	134.4	67.2	Bourbon	3640	100027	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec5jaoF5vloYmUBL	49.46	147.92	172.99	23209	6685
4662	Henry McKenna 10 Year	750		50	Bourbon	777	100145	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recA4ugxUL7JhJfau	60.49	75.24	79.99	20707	1832
409	Weller Full Proof	750		57	Bourbon	156	100191	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reca43ZoXAj2Ri9Lg	61.99	188.33	399.99	20287	5486
5120	E.H. Taylor, Jr. Single Barrel	750		50	Bourbon	210	100206	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recGEFcW3n6oxv1Uo	73.76	166.45	135.14	20267	4889
13266	Heaven Hill Bottled In Bond 7 Year	750		50	Bourbon	430	100144	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recSJfTSxTvljLvF8	47.74	62.34	84.99	18850	1948
13089	Elijah Craig Toasted Barrel	750		47	Bourbon	430	100094	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reciJGrkEXMQOdqYk	49.72	74.17	82.99	17328	2058
150	1792 Full Proof	750		62.5	Bourbon	42	100098	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recVcP95KH4To384H	45.92	73.06	79.87	16891	2392
159	Blanton's Gold Edition	750	103	51.5	Bourbon	10	100190	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec4yIwUce6C3kD9K	119.99	232.52	324.99	14458	3680
4905	Elmer T. Lee	750	90	45	Bourbon	700	100142	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recDKdd9GSrWJS6so	56.66	147.57	329.87	14337	3855
1296	Knob Creek 12 Year	750		50	Bourbon	189	100113	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recLpshU8Flh0HWX2	61.99	86.81	91.29	13625	1444
1805	Sazerac Rye Whiskey	750		45	Rye	705	100054	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recRzB6sPjEkkc9Ac	28.73	46.77	51.89	13399	776
1816	Wild Turkey Rare Breed	750	116.8	58.4	Bourbon	191	100084	https://d1w35me0y6a2bb.cloudfront.net/newproducts/113b14ea-348f-4525-be01-962b0b2a494d	46.03	70.61	68.79	13373	2054
2336	Woodford Reserve Double Oaked	750	90.4	45.2	Bourbon	2004	100171	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recXaFRMlPLwSoi4x	57.99	66.85	72.28	12705	1456
1522	Russell's Reserve 10 Year	750		45	Bourbon	191	100122	https://d1w35me0y6a2bb.cloudfront.net/newproducts/7dc9a32b-a17e-4f97-9fed-55a1590dc01e	45.99	56.99	48.74	12391	1368
263	Old Forester 1920 Prohibition Style	750	115	57.5	Bourbon	152	100076	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9rWFMe841rV5IM	59.33	72.85	67.99	11816	1919
3088	Rock Hill Farms Bourbon	750	100	50	Bourbon	245	100081	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec7mpJRtKOr1cEiO	54.14	219.98	126.11	10747	3845
4589	Weller C.Y.P.B.	750		47.5	Bourbon	156	100091	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recz9x6jyd356mKQr	49.17	231.09	131.66	10094	4091
4742	Old Grand Dad 114	750	114	57	Bourbon	793	100053	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recB4lGZiQD5WkxF2	30.75	40.74	33.84	10055	1084
15946	Smoke Wagon Uncut Unfiltered Bourbon	750	116	58	Bourbon	2808	100029	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recByGtvjDSp526md	64.99	107.24	147.89	9863	1450
2839	Caribou Crossing	750	80	40	Canadian Whisky	3733	100083	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec3hNpA6z3k6SLoM	49.96	95.28	59.57	9529	1502
2193	Evan Williams Bottled in Bond White Label	750	100	50	Bourbon	167	1999	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recWNSuvGjvgQnETn	17.02	32.19	20.19	9513	736
1643	1792 Small Batch	750	93.7	46.85	Bourbon	42	100056	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recPrwD5rKmPZg46E	30.3	45.11	33.22	9413	950
1165	Four Roses Single Barrel Straight Bourbon	750	120	60	Bourbon	148	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJ9EADPkHTwS0RA	56.64	68.79	116.7	8466	1621
3655	Angel's Envy	750		43.3	Bourbon	96	100062	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recouUD6gO8QVoZAR	49.2	69.02	36.7	8236	750
4952	Elijah Craig 18 Year Single Barrel	750	90	45	Bourbon	2	100078	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recEsF0rPlfwLeCfY	136.4	236.83	282.16	8228	1366
1587	Willett Pot Still Reserve Bourbon	750	94	47	Bourbon	2986	100083	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recOZNbiS2qeEzvMV	52.21	73.74	45.71	8210	765
4792	Elijah Craig Small Batch	750	94	47	Bourbon	2	100045	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recCqt8eLgYeGLhVL	27.78	45.78	27.05	8025	799
1821	Russell’s Reserve Single Barrel	750		55	Bourbon	496	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/d2934235-5ffd-4e02-a3f1-c71a5fa1950c	57.4	81.44	61.99	8022	1403
355	Baker's 7 Year 107 Proof	750		53.5	Bourbon	288	100050	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recamriufRtYtLcwg	61.08	85.23	74.99	7772	677
12843	Blanton's Straight from the Barrel	750	126.7	63.35	Bourbon	10	100104	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recwXvqbYMYWra2O8	149.98	269.23	241.66	7757	2573
2214	Old Forester 1910 Old Fine Whiskey	750	93	46.5	Bourbon	152	100059	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recWs3a6MAh1UQFLD	53.62	67.48	53.19	7673	1167
1211	Old Rip Van Winkle 10 Year	750		53.5	Bourbon	370	100108	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recKrKq9ATE8BVhNn	129.99	576.68	816.66	7590	2100
16078	Russell's Reserve 13 Years Bourbon	750	114.8	57.4	Bourbon	496	100064	https://d1w35me0y6a2bb.cloudfront.net/newproducts/da9947fd-7230-49fe-8915-ab5b427c8678	109.97	246.23	264.99	7586	2297
1074	Early Times Bottled In Bond	1000	100	50	Bourbon	348	100054	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recI4v86D8xNXPJJ3	24.01	36.14	22.57	7542	941
1282	Willett Family Estate Small Batch Rye 4 Year	750	110	55	Rye	2986	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/89de97f2-13d3-400f-9731-bdc4bf3034a3	60.58	89.01	93.69	7534	595
873	Weller Special Reserve	1750	90	45	Bourbon	156	100039	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recgypUtYKyW6YIWw	53.28	90.38	178.73	7487	700
1629	Michter's US1 Kentucky Straight Bourbon	750	91	45.5	Bourbon	405	100061	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recPSfHPtufbKxfqY	41.82	72.44	63.99	7458	774
3574	1792 Bottled In Bond	750	100	50	Bourbon	42	100053	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recnp19G98DNJ8InU	41.64	84.64	63.84	7312	1002
1510	Booker's Bourbon	750	129.2	64.6	Bourbon	647	100031	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recNavrKMQIqfuXBS	86.86	133.7	108.69	7250	1728
3300	Pappy Van Winkle 15 Year Family Reserve	750		53.5	Bourbon	370	100067	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recjiFptLtS476Iks	131.64	709.41	1617.37	7110	3453
33209	Russell’s Reserve 15 Year	750	117.2	58.6	Bourbon	496	100187	https://d1w35me0y6a2bb.cloudfront.net/newproducts/0308f55d-82aa-42dd-8a9c-0bce10388a21.png	249.99	362.17	398.31	6897	3960
2879	1792 Sweet Wheat Bourbon	750	91.2	45.6	Bourbon	42	100063	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec4IN7u4rUqsc9pS	37.34	87.85	77.49	6813	1776
3819	1792 Single Barrel	750	98.6	49.3	Bourbon	42	100080	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recqKU5urGhMWyq6z	41.35	68	52.99	6683	1035
21319	Traveller Whiskey	750	90	45	Bourbon	4873	100072	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recT9hFFFMALIJzSF	39.97	48.84	37.69	6641	309
3660	Woodford Reserve Bourbon	750	90.4	45.2	Bourbon	2004	100058	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recox5mmC8OqJwgF2	36.62	54.2	32.66	6608	685
4739	Colonel E.H. Taylor Barrel Proof - Batch 6	750	128.1	64.05	Bourbon	210	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recB0po3KMQyze1iA	70.78	366.21	422.99	6594	2977
4245	Larceny Barrel Proof	750	128	64	Bourbon	587	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recv1pYZEsoDiEH2k	52.74	94.49	113.47	6537	1092
4448	Weller Single Barrel	750		48.5	Bourbon	156	100087	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recymUAsNYUGbaDtF	55.95	252.98	748.99	6456	2946
477	George T. Stagg 2009 Release	750	141.4	70.7	Bourbon	352	1900	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recb31mqk1ULH1tAq	99.98	843.74	974.99	6424	3283
4762	Jack Daniel's Single Barrel Barrel Proof	750	128	64	Whiskey	231	100063	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recBkgQcm1HbOavu0	64.18	86.27	74.99	6225	779
4255	Blade and Bow Bourbon	750	91	45.5	Bourbon	674	100053	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recvfp65VDsVqdysd	48.82	72.02	50.79	6221	531
620	Buffalo Trace	1750	90	45	Bourbon	245	100053	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recdukzgyUeslm1jm	49.54	82.63	69.99	5928	365
4373	Four Roses Small Batch Select	750		52	Bourbon	148	100044	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recxCeSAkg3glsde0	59.98	77.21	72.3	5865	633
3671	E.H. Taylor, Jr. Straight Rye	750		50	Rye	210	100111	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recoJexD0pX8tv9Ik	79.99	171.45	197.89	5810	1091
4708	Wild Turkey 101	750	101	50.5	Bourbon	191	100040	https://d1w35me0y6a2bb.cloudfront.net/newproducts/ac153827-41ac-4532-a1f7-a2389c21ed8b	25.4	39.44	27.85	5764	726
519	Pappy Van Winkle 23 Year Family Reserve	750		47.8	Bourbon	370	100046	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reccmI7Umn58SrhlY	321.64	958.61	4899.97	5689	2453
15947	Smoke Wagon Small Batch Bourbon	750		50	Bourbon	2808	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recI16sGF7SwKOZdS	45.99	76.79	62.78	5648	862
15966	Knob Creek 9 Year	750	100	50	Bourbon	189	100050	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec06WFxINXfkfsD7	34.99	50.86	37.88	5436	666
13668	Maker's Mark 101	750	101	50.5	Bourbon	333	100027	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recFtlfTGCY71WMnc	39.97	66.69	49.99	5428	786
1702	High West A Midwinter Night's Dram Act 4 Scene 5	750	98.6	49.3	Rye	350	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQPJ7apXrSJ7Tj6	105.97	212.92	192.89	5360	1519
3959	William Larue Weller - 2009	750	134.8	67.4	Bourbon	156	1820	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recsvkjsCdP9Xudfe	104.14	563.81	1296.96	5255	2829
4002	Michter's 10 Year Single Barrel Bourbon 2020 Bottling	750		47.2	Bourbon	405	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recs75GObErBZMTwy	189.99	346.85	437.24	5190	1972
987	Widow Jane 10 Year Straight Bourbon	750	91	45.5	Bourbon	295	100029	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rech2ip11DvDuuiSQ	59.99	100.87	89.99	5119	792
13584	Jack Daniel's Single Barrel Rye Barrel Proof	750		65.15	Rye	231	100035	https://d1w35me0y6a2bb.cloudfront.net/newproducts/11069838-17b3-45f2-886f-318ca32a627e	67.47	99.92	412.99	5059	720
3694	Van Winkle 12 Year Special Reserve Lot "B"	750		45.2	Bourbon	370	100061	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recoadopI6awI3NgY	799.99	736.03	1026.64	5024	1084
1641	Wild Turkey Kentucky Spirit Single Barrel	750	101	50.5	Bourbon	191	100055	https://d1w35me0y6a2bb.cloudfront.net/newproducts/eb222170-9a02-4980-b02d-4e2f4238954e	57.2	92.34	68.93	4878	515
17951	Penelope Architect	750	104	52	Bourbon	2817	100030	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recjEOoNXFnXjdjnY	62.48	87.86	66	4794	404
144	Elijah Craig Barrel Proof Batch A119	750	134.2	67.1	Bourbon	2	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/e8a7bf5c-a951-4056-89d7-f3c0a146aa8c	69.98	104.95	91.89	4765	1205
3773	Four Roses Small Batch	750	90	45	Bourbon	148	100037	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recp7zc4RWzooXwtF	33.42	49.36	36.56	4736	493
1269	Maker's Mark 46	750	94	47	Bourbon	333	100027	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recKb6dHw6oLuspZ4	25.99	42.09	36.66	4699	595
18530	Knob Creek 18 Year Limited Edition	750	100	50	Bourbon	189	100060	https://d1w35me0y6a2bb.cloudfront.net/newproducts/8e56f538-bb35-4d82-8969-234869e3c11c	163.31	227.89	254.14	4675	559
2755	Maker's Mark Bourbon	750	90	45	Bourbon	333	100064	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec2i2ZBqc860HFYy	21.99	37.87	27.99	4663	424
17318	Jack Daniel's 10 Year	750	97	48.5	Whiskey	231	100039	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recapjvBqUMja0sqA	84.95	179.31	274.97	4620	750
3651	Eagle Rare 10 Year	1750	90	45	Bourbon	542	100059	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recoszMFe8mFzVeuv	60.75	124.03	79.95	4605	534
14150	1792 Aged Twelve Years	750	96.6	48.3	Bourbon	42	100064	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJZ1ToSYgcgbtdQ	51.46	96.99	57.64	4503	902
3731	Michter's US1 Toasted Sour Mash	750	1	0.5	Bourbon	405	1960	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recpp72ma4djo6bMU	45.7	65.06	57.98	4433	1128
3674	Bulleit Bourbon	750	90	45	Bourbon	415	100058	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recoJD5h2MDmvBgNP	28.36	44.68	35.29	4365	561
20691	Elijah Craig Barrel Proof C923	750	133	66.5	Bourbon	2	100033	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reczoIGVQAJHttO94	72.48	146.32	81.57	4296	750
1217	Joseph Magnus Cigar Blend Bourbon	750	116	58	Bourbon	443	100037	https://d1w35me0y6a2bb.cloudfront.net/newproducts/e98b0d36-2788-481a-86b7-ffa27a21bdb4	173.33	261.75	299.98	4292	740
1966	Jack Daniel's Sinatra Select	1000	90	45	Whiskey	231	100030	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recTvkaW6vOO7R3wl	156.13	238.67	189.19	4235	530
20783	Larceny Barrel Proof Batch C923	750		63.2	Bourbon	587	100028	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recqeUfxaGZEBqd2E	59.99	104.33	75.26	4215	546
17248	Benchmark Full Proof	750	125	62.5	Bourbon	3330	100037	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recbKDGVxVDOwEnIc	21.47	33.47	25.99	4135	411
21356	Old Forester 1924 10 Year	750	100	50	Bourbon	152	100064	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recm6FfIH2EVEkFzv	114.97	183.86	112.5	4109	853
3775	Yellowstone Select	750	93	46.5	Bourbon	272	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recp8lpCArhPFj3dc	37.08	54.12	49.99	4068	382
46254	Wild Turkey Jimmy Russell 70th Anniversary	750	101	50.5	Bourbon	191	100158	https://d1w35me0y6a2bb.cloudfront.net/newproducts/6c31b8b1-db97-493d-8dfb-ee3dbcebd0ba	49.99	75.72	69.82	3994	704
2969	Old Ezra 7 Year Barrel Strength	750	117	58.5	Bourbon	850	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec543Sc5GlZ3kp9W	49.24	106.38	78.99	3986	533
4299	Jack Daniel's Single Barrel Select	750	94	47	Whiskey	231	100044	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recwHdGGMUldgjdIa	48.14	76.97	59.42	3965	290
1046	Double Eagle Very Rare	750	90	45	Bourbon	542	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recIveSV3lbCKdxSl	1944.94	3048.26	12138.3	3864	1476
17358	Jack Daniel's Coy Hill Single Barrel	750	148	74	Whiskey	231	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reckCIyTg28kgJlIL	69.99	276.99	572.89	3855	1352
16960	Basil Hayden Toast	750		40	Bourbon	330	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reclxqPnJFmtXz1Hs	51.63	71.49	58.94	3823	350
2533	Knob Creek 9 Year Single Barrel Reserve	750	120	60	Bourbon	189	100028	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec0lVJZoWzPEe8Zq	55.1	85.23	67.62	3789	304
803	Redwood Empire Pipe Dream	750	90	45	Bourbon	445	100043	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recfASyAiie5Usqpq	40.64	50.33	45.91	3756	371
3755	Angel's Envy Rye	750	100	50	Rye	96	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recpIny97F3YHHfFY	95.69	125.56	110	3749	390
19547	Jack Daniel’s 12 Year Tennessee Whiskey #1	750	107	53.5	Whiskey	231	100047	https://d1w35me0y6a2bb.cloudfront.net/newproducts/7800313d-960f-4348-a7e6-64c13916885f	82.48	188.35	359	3658	874
16681	Blanton's Black	750	80	40	Bourbon	10	100033	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec0xGiQNs5KPhNXy	199.99	294.28	224.73	3654	1729
2706	Elijah Craig Barrel Proof Batch B519	750	125	62.5	Bourbon	2	1200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec2nnBP2xP4HSim1	62.48	101.64	89.99	3597	794
4776	Pappy Van Winkle 20 Year Family Reserve	750		45.2	Bourbon	370	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recCRPpOTPWSMLbAX	218.31	1072.05	2399.9	3557	2117
1708	Bowman Brothers Small Batch	750	90	45	Bourbon	687	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQSlXJhJDlKP5Uw	31.35	55.59	33.58	3532	283
2849	Hancock's President's Reserve Bourbon	750	88.9	44.45	Bourbon	2320	100043	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec4REq9DfYniR0TD	51.64	128.09	189.89	3528	654
2769	Old Forester 1897 Bottled In Bond	750	100	50	Bourbon	152	100026	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec3QXKYrHaN0oYEc	46.99	69.06	57.99	3515	622
5194	Michter's US1 Kentucky Straight Rye	750	84.8	42.4	Rye	405	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recHFkS9cxK4oVX3m	43.01	70.36	54.99	3470	294
3317	Michter's Limited Release Toasted Barrel Bourbon	750		45.7	Bourbon	405	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recknpSLFePovphgH	70.66	205.5	299.99	3446	1544
15948	Smoke Wagon Bourbon	750	92	46	Bourbon	2808	1780	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recjZFVq7sziRYB3B	29.99	46.7	34.99	3444	465
4948	Thomas H Handy	750	129.5	64.75	Rye	3684	100044	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recEncvPuVkYT03Ak	103.54	530.79	700	3440	1047
2353	Knob Creek 15 Year Batch KC001	750		50	Bourbon	189	1600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recYQ8t3Q61FexPtD	113.3	174.28	119.99	3432	916
3958	Basil Hayden's Bourbon	750	80	40	Bourbon	330	100027	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recsuxthI9vrYAEdF	38.95	52.11	44.13	3427	249
4450	Buffalo Trace	1000	90	45	Bourbon	245	100050	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recynj4TDF3tIdXtm	31.77	58.32	39	3427	185
17176	Peerless Double Oak Bourbon	750	109	54.5	Bourbon	163	100057	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recSAAp8SGDHRfYIC	88.97	120.88	148.49	3406	679
7140	Buffalo Trace Bourbon Cream	750	30	15	Liqueurs	245	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recYsXSE105q4ECKf	20.97	36.72	28.99	3357	140
14409	Widow Jane Decadence	750	91	45.5	Whiskey	295	100062	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recDs0czgClatyA27	84.97	127.96	146.31	3342	438
1462	Larceny	750	92	46	Bourbon	587	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recNqaM5DIYTY1Ogr	25.81	39.24	31.99	3324	275
4576	Michter's Single Barrel Rye 10 Year	750	93	46.5	Rye	405	100038	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recz17t4abIbw4sHf	158.6	287.59	275.99	3292	663
429	Old Forester Statesman	750	95	47.5	Bourbon	152	100029	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recajB9QXl85VVyi7	52.87	81.93	59.49	3261	342
1663	Redbreast 12 Year Old Single Pot Still	750	80	40	Irish Whiskey	646	1920	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recPJhLfuejW7EqpZ	66.08	80.59	71.77	3233	511
21689	Crown Royal Blackberry	750	70	35	Canadian Whisky	182	100067	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recFbBA0vcRseKJin	33.95	43.69	36.67	3204	94
16484	Calumet Farm 15 Year Single Rack Black	750	105	52.5	Bourbon	769	1960	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reckAiWwFEzzaC6Rm	129.98	158.66	149.99	3176	580
4598	Weller Antique 107	1750	107	53.5	Bourbon	156	100058	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reczgOfqTV9DjCdLK	99.99	165.4	299.99	3168	782
15985	George Dickel 15 Year Single Barrel	750	105	52.5	Whiskey	486	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recCUVFdM6HyJI3hV	59.97	97.54	100.4	3114	441
17021	Little Book Chapter 5: The Invitation	750	117	58.5	Bourbon	823	1998	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recXp8tW02Ex447K0	124.97	188.56	209.89	3102	882
4486	John J. Bowman Single Barrel 10 Year	750	100	50	Bourbon	6232	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recy0ZZcEMUAAWKTc	49.15	80.71	55.04	3084	753
1636	Russell’s Reserve Private Barrel Selection Single Barrel	750	110	55	Bourbon	496	100074	https://d1w35me0y6a2bb.cloudfront.net/newproducts/a887f597-cfef-4a49-985b-e8b632b5db32	56.99	104.53	63.83	3006	442
220	Noah's Mill	750		57.15	Bourbon	8577	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec850EjFSGBieSX3	63.83	93.77	71.49	2967	273
3941	Michter's US1 Unblended American Whiskey	750	83	41.5	Bourbon	405	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recsTcWBsUkitiYIU	44.98	68.58	54.66	2905	294
4593	Kentucky Owl Confiscated	750		48.2	Bourbon	779	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reczcZOsqVRMEF0X0	124.97	217.88	159.12	2884	296
1924	Old Tub	750	100	50	Bourbon	3559	1999	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recS3K2f1ZpQduCg4	22.23	35.33	29.99	2881	276
2594	Eagle Rare 17 Year	750	90	45	Bourbon	542	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec0j5xtGTJNTdaLQ	103.54	681.17	1998.89	2833	1487
14147	Blanton's	375	93	46.5	Bourbon	10		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recHxGLWCCDvY4MlC	31.99	53.88	84.99	2814	164
19806	John J. Bowman Single Barrel Limited Edition	750	100	50	Bourbon	3248	100060	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recrZ7bOHyp19RgYH	50	85.75	54.99	2774	421
2476	Old Grand Dad Bonded	750		50	Bourbon	793	100028	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recZFqcPggFRQ1V4w	23.66	36.25	27.49	2773	279
19971	Penelope 5 Year Toasted Barrel	750		50	Bourbon	2817	100058	https://d1w35me0y6a2bb.cloudfront.net/newproducts/5f9ce3fe-0b05-49e0-b063-86f0c9906435	69.98	93.12	58.9	2754	270
1800	Bomberger Small Batch Straight Bourbon	750	108	54	Bourbon	703	100033	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recRwpWO8UR5jUgsU	91.98	166.94	277.11	2710	586
19503	Ben Holladay Soft Red Wheat Bottled in Bond	750	100	50	Bourbon	3647	100050	https://d1w35me0y6a2bb.cloudfront.net/newproducts/b393c598-ad31-4c65-8b07-6bde2752789c	59.97	77.74	59.99	2709	285
38465	Maker's Mark Wood Finish Series The Heart Release 2024	750	111.7	55.85	Bourbon	333	100077	https://d1w35me0y6a2bb.cloudfront.net/newproducts/da8c2476-99f5-432c-9ceb-f2ed48f15950	75	108.96	146.15	2695	274
495	Maker's Mark Cask Strength	750	113.2	56.6	Bourbon	333	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recbbGS4iqm1xiVYS	49.73	65.34	55.7	2669	301
