id	name	size	proof	abv	spirit_type	brand_id	popularity	image_url	avg_msrp	fair_price	shelf_price	total_score	wishlist_count
16879	Still Austin Bourbon The Musician	750	98	49	Bourbon	3145	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQ78rEuPszm5tpM	45.99	62.7	57.24	947	139
43333	Shenks Homstead Sour Mash Whiskey - 2024 Release	750	91.2	45.6	Whiskey	3854	100034	https://d1w35me0y6a2bb.cloudfront.net/newproducts/18668caf-e919-486f-9693-eef2baca878e	169	224.96	209.99	947	118
12408	Don Julio 1942	750		40	Tequila	1592	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recn9MqzJeAc8PG3n	142.46	190.43	175.96	944	96
13979	Old Fitzgerald 14 Year - Fall 2020	750	100	50	Bourbon	234	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recKVl0L1EnHAKuYJ	132.48	252.23	611.49	935	585
3097	Elijah Craig 23 Year Single Barrel	750	90	45	Bourbon	2	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec7sGGv9hduscQEr	199.98	476.63	1304.99	930	665
4622	Hibiki Harmony	750	86	43	Whiskey	484	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recArbJWNnwm2E4uE	79.99	101.34	94.42	930	127
16502	George Remus Straight Bourbon Whiskey	750	94	47	Bourbon	586	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec4y6yTmYTZPXpqc	39.96	44.94	40.1	930	95
413	Evan Williams Black Label	750	86	43	Bourbon	167	10000	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reca7gXLFNlKJD3EF	13.98	18.38	16.66	929	99
3956	Belle Meade Bourbon	750	90.4	45.2	Bourbon	154	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recst2vhvBRQXdSkI	48.72	51.57	60.13	927	99
20813	2XO American Oak Oak Series Kentucky Straight Bourbon	750	92	46	Bourbon	4542		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recYnaJJ92jHpL1qq	49.96	64.42	50.66	923	47
1693	Very Old Barton 6 Year 100 Proof	750	100	50	Bourbon	250	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recPkORpnUkmGZlYf	13.95	16.98	18.58	917	101
1753	Chattanooga Whiskey Experimental Single Barrel 75	750	102	51	Bourbon	3436	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQ1koHWahf0wa9k	48.99	49.34	50.39	917	179
18439	Four Roses Single Barrel Barrel Proof OESV	750	110	55	Bourbon	148	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recRB0AjcB0GJ3eh3	80	123.39	201.83	910	94
17547	Larceny Barrel Proof Batch C921	750		61.3	Bourbon	587	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reccPhitbiAo1TE6s	49.99	64.12	106.49	894	69
46347	Jack Daniel's Coy Hill Barrelhouse 8 2024 Special Release Single Barrel Whiskey	750	135	67.5	Whiskey	231	100062	https://d1w35me0y6a2bb.cloudfront.net/newproducts/af93f8d7-8ca7-45fb-8a24-4d6da26c74e6	79.99	252.21	549.99	893	381
19658	Old Elk Cigar Cut	750	110.6	55.3	Bourbon	252	0	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recACKN7yVb7vFvpV	124.98	137.21	142.83	891	92
1730	Old Fitzgerald 15 Year	750	100	50	Bourbon	234	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQCbcGk4S3pcKyW	149.97	290.14	583	888	651
2419	Crown Royal Regal Apple	750	70	35	Canadian Whisky	182	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recYevmjn81d21Xky	26.7	32.37	28.66	888	55
6462	Hendrick's Gin	750	88	44	Gins	1074	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recvWBDL5jDagd2Dw	37.97	40.56	39.13	884	116
15345	King Of Kentucky	750	125.8	62.9	Whiskey	6734	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recH6aXH23EDu0ZJ8	249.99	386.68	407.08	878	426
2670	Michter's Limited Release Toasted Barrel Strength	750	110	55	Bourbon	405	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec1aS3cjkDak4uxk	79.15	146.87	339.85	877	360
4859	Tincup American Whiskey 10 Year	750	84	42	Whiskey	731	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recDLzYXANiqVu3Qn	52.46	66.55	53.49	873	110
145	Barrell Bourbon Infinite Barrel Project	750	130	65	Bourbon	146	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recPjL9sPWyG6o4Gj	64.41	67.63	77.28	872	258
4864	Glenfiddich Single Malt Scotch Whiskey 12 Years	750	80	40	Scotch	335	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recDNtnKOXQDLGMsE	49.59	59.28	50.28	868	151
19569	Redwood Empire Lost Monarch Cask Strength	750	117	58.5	Whiskey	445	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recEeiH35hj6bI3S6	70	86.22	79.58	867	116
17420	Elijah Craig 1991 20 Year Single Barrel #42	750		45	Bourbon	2	1960	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reczbTa2BrUYAFpaY	159.99	831.74	2846.99	864	574
363	Jim Beam Double Oak	750	86	43	Bourbon	247	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recarSpG8F9a85b1V	22.9	28.12	25.74	862	71
1297	Russell's Reserve 6 Years Rye	750	90	45	Rye	496	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/7b545087-85c5-4f30-adaf-beb11a8ca71c	41.26	48.3	48.16	854	90
17126	Old Bardstown Bottled in Bond	750	100	50	Bourbon	820	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recSYLLBJj0ts7ztJ	19.99	22.16	23.67	854	67
17354	George Dickel x Leopold Brothers Collaboration	750	100	50	Whiskey	486	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rechfJAjNNqlFu2Dr	109.98	126.61	120.79	851	73
2128	Balvenie 14 Year Caribbean Cask	750	86	43	Scotch	337	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recVs5OBenbcdU4Jk	83.95	100.48	99.62	848	111
45695	Little Book The Infinite I 2024	750	120	60	Bourbon	823	100056	https://d1w35me0y6a2bb.cloudfront.net/newproducts/b7ac003b-d8ed-4090-b7d4-dae22f95a9f4.jpg	199.99	283.51	324.99	845	145
18872	Old Forester Birthday Bourbon 2022	750	96	48	Bourbon	152	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recy3hPEfiKZZPq8u	149.99	403.53	1046.42	844	273
2433	Glenlivet 12 Year	750	80	40	Scotch	315	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recZLiJeFE4uLtLCF	48.53	52.81	53.69	842	150
18356	Stagg Jr. Batch 15	750		65.55	Bourbon	8803	100036	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recLPnhzJI5P636uW	53.3	249.2	263.45	840	157
16995	Bardstown Discovery Series No. 5	750	104.7	52.35	Bourbon	778	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/36c65350-07d5-4c93-bda8-9545825380b2	134.97	167.84	192.61	838	291
16458	Castle & Key Restoration Rye	750	103	51.5	Rye	2983	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec2r3rNpuxHYSSPL	42.99	44.06	47.26	831	49
34209	Larceny Barrel Proof - Batch B524	750	125.4	62.7	Bourbon	587	100032	https://d1w35me0y6a2bb.cloudfront.net/newproducts/6ebb98ba-6eec-4229-b98b-a70a6b698b7f	59.95	89.4	62.46	830	73
20519	Jack Daniel’s Twice Barreled Tennessee Rye 2023 Special Release	750	100	50	Rye	231		https://d1w35me0y6a2bb.cloudfront.net/newproducts/bcb0429a-8cd6-4f9c-afd9-cc15dec9465a	69.97	133.85	325.49	826	52
17389	Redwood Empire Rocket Top BIB Rye	750	100	50	Rye	445	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recjUifELHJkDsJET	69.99	84.93	87.15	825	133
4631	Evan Williams Single Barrel Vintage 1988	750	86	43	Bourbon	167	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/b53d7702-7838-4757-9a30-fdf92a87db9a	28.68	42.32	49.99	822	145
5151	Bulleit 12 Year Rye	750	92	46	Rye	415	100026	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recGkPgykHViSXuhk	51.63	70.95	55.97	821	150
19555	Redwood Empire Emerald Giant Cask Strength	750	117	58.5	Rye	445	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recg0K9iDlTpAAzgo	70	81.07	78.59	821	114
17264	New Riff 6 Year Malted Rye	750	100	50	Rye	254	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec187RCbPuqbV1iB	59.99	82.22	80.56	818	85
3562	Van Winkle Family Reserve 13 Year Rye	750	95.6	47.8	Rye	370	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recnSQufA5aqrKb9a	134.89	518.88	1757.32	812	375
44603	Maker's Mark Cellar Aged 2024 Release	750		59.65	Bourbon	333	100046	https://d1w35me0y6a2bb.cloudfront.net/newproducts/934315e0-1c80-49cd-899a-880d9c1cc75a	174.99	330.08	551.99	812	279
19812	George T. Stagg 2022 Release	750		69.35	Bourbon	352	1400	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rechivCzlM6c3U9CI	99	461.1	1251.59	811	279
3884	Johnnie Walker Black Label	750	80	40	Scotch	213	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recrEgrOvAXoylsnD	38.82	47.86	44.27	811	58
22361	Elijah Craig Barrel Proof A124	750	119	59.5	Bourbon	2		https://d1w35me0y6a2bb.cloudfront.net/newproducts/2f77874d-0a65-46ef-9e27-16effa0c8062.jpg	74.99	94.63	92.81	808	26
17261	Wild Turkey Master's Keep One	750	101	50.5	Bourbon	191	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/241646e8-e80a-4c1b-8ee9-7572b59b360e	177.49	254.64	374.05	806	206
20518	RD One Bourbon Brazilian Amburana Wood Finish	750	110	55	Bourbon	4107		https://d1w35me0y6a2bb.cloudfront.net/newproducts/rechVDLVxkhXLYN8q	69.99	83.35	71.59	804	72
21216	Basil Hayden's 10 Year Bourbon	750	80	40	Bourbon	330		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recHb6YkxPhNqldWi	52.48	109.66	77.49	791	38
28334	Redwood Empire Screaming Titan	750	96	48	Bourbon	445	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/e84165a5-57b6-4114-bc68-9807136b2ebf	89.99	117.24	93.28	790	114
17356	Woodford Reserve Five-Malt Stouted Mash - 2021	750		45.2	Bourbon	2004	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recL1AKhaM23WoArl	129.99	144.78	189.16	789	73
20824	Shenk’s Homestead Sour Mash Whiskey 2023 Release	750	91	45.5	Bourbon	3854		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaf3xYvCmLg14w0	109.98	137.18	199.98	788	73
5208	Ancient Age	750	80	40	Bourbon	93	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recHXAHOW0bRfWnKt	11.89	14.3	15.24	783	75
1533	J.T.S. Brown BIB Bourbon	750	100	50	Bourbon	4310	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recOPfV3TwpvcaIoC	14.31	17.8	16.82	783	111
14242	Wild Turkey 101 Rye	750	101	50.5	Rye	191	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recRjvBUtZkjus7ym	26.97	27.71	27.99	782	55
18042	Stagg Jr. - Batch #16	750	131	65.5	Bourbon	3640	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recNvS77tVCmAMQet	53.3	139.68	367.16	781	67
4723	Jameson Black Barrel	750	80	40	Irish Whiskey	214	80	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recBEbE8S5L73VnQQ	39.16	49.99	40.89	780	72
18002	Evan Williams Single Barrel Vintage 2014	750	86.6	43.3	Bourbon	167	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recEsdkoLVRGNUQj6	28.75	55.34	135.11	778	44
149	Woodford Reserve Double Oaked	375	90.4	45.2	Bourbon	2004		https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec07GpCq9Xz1RtV6	29.39	49.68	31.03	777	54
2371	Old Grand Dad	750	80	40	Bourbon	793	1880	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recYxgdiLt5SJvsR1	17.79	21.21	26.66	774	118
3213	Breckenridge Bourbon Whiskey	750	86	43	Bourbon	502	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reci93TXMZ2aYs9Zi	44.08	49.93	45.49	774	79
46278	Old Forester Birthday Bourbon 2024	750	107	53.5	Bourbon	152	100048	https://d1w35me0y6a2bb.cloudfront.net/newproducts/48d649f8-c68c-4247-838e-4bbf721b90b8	199.99	479.79	1049.5	774	364
3672	Angel's Envy Cask Strength	750	119.3	59.65	Bourbon	96	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recoJWQY6EuxvFeev	218.73	226.76	250.83	770	217
32717	Jim Beam Black 7 Year	750	90	45	Bourbon	247	100026	https://d1w35me0y6a2bb.cloudfront.net/newproducts/3a40485b-c05d-45ae-bea3-201d0333f373.jpg	25	35.76	26.49	769	75
42831	Bomberger’s Declaration 2024 Release	750	108	54				https://d1w35me0y6a2bb.cloudfront.net/newproducts/ccd1aef7-956c-4f13-b0a7-325977d25b0a		212.8	268.74	775	131
19466	Peerless Double Oak Rye	750	110	55	Rye	163	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/3f3d4428-20c5-447f-96e0-0fb62386dc11	114.99	144.83	132.49	763	84
17156	George Remus Single Barrel	750	121.9	60.95	Bourbon	586	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recd9MQaKRf5hDVb1	54.99	73.06	66.49	762	68
17900	Smoke Wagon Straight Bourbon Halloween Edition	750	92	46	Bourbon	2808	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reckb0Df7OhZ6PVM7	39.99	42.55	40.59	760	24
19223	Old Fitzgerald 19 Year - Fall 2022	750	100	50	Bourbon	234	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJny88Fii5xDaul	239.97	438.87	1045.98	760	122
1355	Nikka Coffey Grain Japanese Whisky	750	90	45	Japanese Whisky	378	1940	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recMQWF2aUaYQZLLU	70.92	76.44	75.66	760	145
17500	Yellowstone Select Landmark Edition	750	93	46.5	Bourbon	272	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recfNWn0uQgI4zwBD	39.97	45.48	43.59	755	27
19811	Penelope Double Cask Finish - Rio	750	98	49	Bourbon	2817	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/fd06fdeb-1e91-4743-aba7-3067a5f9dbb8	90	139.16	286.64	752	150
20648	Penelope Barrel Strength Private Select - 4 Grain - 9 Yr	750	109	54.5	Bourbon	2817		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recUTI6Q9bFoah49i	79.98	90.02	80.48	752	43
13581	Four Roses 2020 Limited Edition Small Batch OESV	750	111.4	55.7	Bourbon	148	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rect5zeWtd0NbGmjW	174.97	276.44	518.25	752	438
12152	Fortaleza Reposado Tequila	750	80	40				https://d1w35me0y6a2bb.cloudfront.net/newproducts/c781b7ba-bb38-48bd-a1a7-6497398cecab	57.95	110.2	62.58	761	107
17644	Knob Creek 9 Year	1750	100	50	Bourbon	189	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recOfEehbx8Au66cU	44.99	60.37	67.79	748	88
20789	Lux Row Four Grain Double Single Barrel	750	115	57.5	Bourbon	10099		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recd5A5a3dh9jNLPj	79.97	106.78	79.99	745	33
